Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
2433-KMEAS,1,United States,California,Dublin,94568,"37.713926, -121.928425",37.713926,-121.928425,Male,Não,Não,Não,22,Sim,Sim,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,54.45,1127.35,Desistente,1,71,2445,Don't know
7245-JMTTQ,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,Female,Não,Não,Não,51,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Boleto Digital,111.5,5703.25,Ativo,0,47,4363,
2676-OXPPQ,1,United States,California,Irvine,92612,"33.643095, -117.810896",33.643095,-117.810896,Male,Não,Não,Não,6,Sim,Não,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Débito Automático,55.7,335.65,Ativo,0,45,2482,
6356-ELRKD,1,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928,Female,Não,Não,Não,1,Sim,Não,Híbrido,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,95.6,95.6,Desistente,1,79,4091,Don't know
2688-BHGOG,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,Sim,Não,Não,9,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,79.55,718.55,Ativo,0,76,5811,
2692-BUCFV,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Male,Sim,Não,Não,29,Sim,Não,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Débito Automático,101.45,2948.6,Ativo,0,76,5285,
2082-CEFLT,1,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,Male,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,45.6,45.6,Desistente,1,88,3037,Service dissatisfaction
9782-LGXMC,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916648,-122.008483,Female,Não,Sim,Sim,49,Sim,Não,Presencial,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Débito Automático,61.75,3024.15,Ativo,0,39,5511,
4608-LCIMN,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,Male,Não,Sim,Sim,8,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito Automático,44.65,369.15,Ativo,0,63,5724,
0872-NXJYS,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,Female,Não,Não,Não,9,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,79.55,723.4,Desistente,1,81,3246,Competitor offered more data
5651-CRHKQ,1,United States,California,San Diego,92139,"32.677716, -117.047666",32.677716,-117.047666,Female,Não,Sim,Não,41,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Débito Automático,86.2,3339.05,Ativo,0,62,5325,
3683-QKIUE,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,Não,Não,Não,6,Sim,Não,Presencial,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Débito Automático,50.8,288.05,Desistente,1,88,4713,Competitor offered higher download speeds
5136-KCKGI,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,Não,Sim,Não,33,Sim,Sim,Híbrido,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Boleto Impresso,103.7,3467,Desistente,1,76,4461,Competitor had better devices
5804-JMYIO,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Female,Não,Sim,Sim,39,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,19.75,757.95,Ativo,0,61,3944,
9058-CBREO,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Female,Sim,Não,Não,1,Sim,Sim,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Impresso,50.55,50.55,Desistente,1,95,3357,Product dissatisfaction
0550-DCXLH,1,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,Male,Não,Não,Não,13,Sim,Não,Presencial,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Boleto Impresso,73.35,931.55,Ativo,0,65,4645,
9809-IMGCQ,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Male,Sim,Não,Não,22,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,96.7,2082.95,Desistente,1,93,4458,Competitor made better offer
3162-KKZXO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,Sim,Não,Não,55,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,100.15,5409.75,Ativo,0,64,5182,
6357-JJPQT,1,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927,-118.095645,Female,Não,Não,Não,3,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,80.5,232.35,Ativo,0,53,2032,
8672-OAUPW,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,Não,Não,Não,51,Sim,Não,Presencial,Não,Não,Não,Sim,Não,Não,Anual,Não,Cartão de Crédito Recorrente,47.85,2356.75,Ativo,0,56,4138,
8668-KNZTI,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446,Male,Não,Não,Não,52,Sim,Não,Presencial,Sim,Não,Sim,Não,Não,Não,Anual,Não,Boleto Digital,53.75,2790.65,Ativo,0,23,5957,
5640-CAXOA,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Female,Não,Não,Não,30,Não,Não participa,Presencial,Não,Não,Não,Sim,Não,Sim,Anual,Sim,Cartão de Crédito Recorrente,40.35,1187.05,Ativo,0,25,5455,
3472-QPRCH,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Male,Não,Sim,Sim,40,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.25,1006.9,Ativo,0,53,3217,
9185-TQCVP,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,Male,Não,Sim,Não,14,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,85.15,1139.2,Desistente,1,100,4550,Poor expertise of phone support
2887-JPYLU,1,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,Female,Não,Não,Sim,41,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito Automático,45.2,1841.9,Ativo,0,42,4418,
9839-ETQOE,1,United States,California,Vista,92083,"33.17494, -117.242761",33.17494,-117.242761,Male,Não,Não,Sim,43,Não,Não participa,Presencial,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto Digital,40.45,1912.85,Ativo,0,72,3176,
0078-XZMHT,1,United States,California,Visalia,93291,"36.391777, -119.372842",36.391777,-119.372842,Male,Não,Sim,Não,72,Sim,Sim,Presencial,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,85.15,6316.2,Ativo,0,76,6322,
3315-IKYZQ,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,Male,Não,Sim,Sim,28,Não,Não participa,Presencial,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Boleto Impresso,50.8,1386.8,Ativo,0,45,3240,
8883-ANODQ,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,Female,Não,Sim,Sim,68,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Não,Não,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,84.4,5746.75,Ativo,0,34,5045,
2272-JKMSI,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,Female,Não,Sim,Sim,62,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Boleto Digital,110.8,6840.95,Ativo,0,49,4306,
4361-JEIVL,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,Não,Não,Sim,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,44.4,44.4,Desistente,1,82,4067,Attitude of service provider
3009-JWMPU,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911,Male,Não,Não,Não,62,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,96.75,6125.4,Desistente,1,92,5016,Attitude of service provider
1897-RCFUM,1,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588,Female,Não,Sim,Sim,39,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Boleto Impresso,24.2,914.6,Ativo,0,67,3109,
5032-MIYKT,1,United States,California,Weott,95571,"40.310119, -123.909449",40.310119,-123.909449,Female,Não,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,70.7,70.7,Ativo,0,28,4056,
1597-FZREH,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,Female,Não,Não,Não,2,Sim,Não,Presencial,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Boleto Digital,76.4,160.8,Desistente,1,100,3005,Lack of affordable download/upload speed
2530-ENDWQ,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,Não,Sim,Não,71,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,93.7,6585.35,Desistente,1,100,4296,Competitor offered more data
8364-TRMMK,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,Female,Não,Não,Não,3,Sim,Sim,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,50.65,151.3,Desistente,1,76,2876,Lack of self-service on Website
3696-XRIEN,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,Female,Não,Não,Não,50,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,82.5,4179.1,Ativo,0,71,5258,
8200-KLNYW,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.00474,-122.663717,Female,Não,Sim,Não,21,Sim,Não,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,Boleto Impresso,80.9,1714.95,Ativo,0,36,5733,
5568-DMXZS,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,Não,Não,Não,8,Sim,Não,Presencial,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Boleto Digital,65.45,554.45,Ativo,0,80,5227,
9102-IAYHT,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,Não,Sim,Não,17,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,85.45,1451.6,Desistente,1,94,3670,Attitude of support person
4584-LBNMK,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626,Male,Sim,Sim,Não,45,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Cartão de Crédito Recorrente,24.7,1174.35,Ativo,0,61,5644,
2626-URJFX,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,Male,Não,Sim,Sim,4,Sim,Sim,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,50.9,225.6,Desistente,1,69,5691,Network reliability
3813-DHBBB,1,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,Male,Não,Sim,Não,67,Não,Não participa,Presencial,Sim,Sim,Não,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,50.95,3521.7,Ativo,0,77,6395,
3815-SLMEF,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Female,Não,Não,Não,3,Não,Não participa,Presencial,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Boleto Impresso,34.25,139.35,Desistente,1,88,2802,Competitor offered higher download speeds
5998-DZLYR,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Female,Não,Sim,Não,61,Sim,Sim,Híbrido,Não,Sim,Não,Sim,Não,Sim,Plano de Ciclo Completo,Sim,Débito Automático,94.35,5703,Ativo,0,48,4676,
0083-PIVIK,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,Male,Não,Não,Não,64,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,Boleto Digital,81.25,5567.55,Ativo,0,67,4761,
8022-BECSI,1,United States,California,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,-116.743329,Male,Não,Não,Não,22,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,19.6,422.5,Ativo,0,37,2203,
6994-KERXL,1,United States,California,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,Male,Não,Não,Não,4,Sim,Não,Presencial,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,55.9,238.5,Ativo,0,25,3545,
1309-XGFSN,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.459322,-117.629729,Male,Sim,Sim,Sim,52,Sim,Sim,Presencial,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,80.85,4079.55,Ativo,0,76,6090,
5628-RKIFK,1,United States,California,Bloomington,92316,"34.059722, -117.39104",34.059722,-117.39104,Female,Sim,Não,Não,49,Sim,Sim,Híbrido,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cartão de Crédito Recorrente,101.55,5070.4,Ativo,0,22,5348,
4350-ZTLPI,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,Female,Não,Sim,Não,53,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Débito Automático,108.95,5718.2,Ativo,0,36,4163,
8884-MRNSU,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Male,Não,Sim,Não,17,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Débito Automático,19.9,329.75,Ativo,0,63,3526,
5397-TUPSH,1,United States,California,Carson,90745,"33.822295, -118.26411",33.822295,-118.26411,Male,Sim,Sim,Não,65,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Anual,Sim,Débito Automático,70.95,4555.2,Ativo,0,30,4871,
2874-YXVVA,1,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,Female,Não,Não,Não,34,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto Digital,105.1,3634.8,Ativo,0,68,3941,
5567-WSELE,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Male,Sim,Sim,Não,3,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,94.6,279.55,Desistente,1,87,3019,Competitor had better devices
0310-VQXAM,1,United States,California,San Bernardino,92404,"34.183286, -117.221722",34.183286,-117.221722,Male,Não,Não,Não,9,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.85,178.8,Ativo,0,63,2788,
7136-RVDTZ,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Male,Sim,Não,Não,70,Não,Não participa,Presencial,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Boleto Digital,45.25,3264.45,Desistente,1,97,5824,Attitude of service provider
6007-TCTST,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,Não,Sim,Sim,72,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,115.8,8476.5,Ativo,0,39,5841,
2292-XQWSV,1,United States,California,Temple City,91780,"34.101608, -118.055848",34.101608,-118.055848,Male,Não,Sim,Sim,40,Não,Não participa,Presencial,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Boleto Impresso,60.3,2448.5,Ativo,0,28,3724,
8331-ZXFOE,1,United States,California,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114,Female,Não,Não,Não,58,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,71.1,4299.2,Ativo,0,42,5395,
4592-IWTJI,1,United States,California,Homewood,96141,"39.117018, -120.212535",39.117018,-120.212535,Female,Não,Sim,Sim,3,Não,Não participa,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,29.7,91.7,Desistente,1,84,2613,Attitude of support person
7794-JASDG,1,United States,California,Winchester,92596,"33.657433, -117.04254",33.657433,-117.04254,Male,Não,Não,Não,1,Sim,Não,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,50.75,50.75,Ativo,0,80,2250,
5939-SXWHM,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,Male,Não,Sim,Sim,48,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Débito Automático,26.3,1245.05,Ativo,0,72,2111,
8929-KSWIH,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673,Male,Não,Não,Não,25,Sim,Não,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,99.3,2513.5,Ativo,0,23,3847,
6386-SZZKH,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Female,Não,Sim,Não,49,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,107.95,5293.2,Desistente,1,92,5785,Extra data charges
4116-TZAQJ,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Female,Não,Não,Não,9,Sim,Não,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,74.25,639.65,Desistente,1,76,5393,Attitude of support person
8903-WMRNW,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.777959,Female,Não,Sim,Não,15,Sim,Não,Híbrido,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Boleto Digital,101.75,1669.4,Ativo,0,50,2919,
0771-CHWSK,1,United States,California,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857,Male,Não,Não,Não,66,Sim,Sim,Presencial,Sim,Sim,Sim,Não,Não,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,74.6,4798.4,Ativo,0,78,4838,
1448-CYWKC,1,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,Female,Não,Sim,Sim,58,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,105.2,6225.4,Ativo,0,59,4605,
7100-FQPRV,1,United States,California,Canoga Park,91303,"34.19829, -118.602203",34.19829,-118.602203,Male,Não,Sim,Não,43,Sim,Sim,Presencial,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Cartão de Crédito Recorrente,71.9,3173.35,Ativo,0,23,4106,
6718-BDGHG,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Female,Não,Sim,Não,43,Sim,Sim,Presencial,Não,Não,Não,Sim,Sim,Não,Anual,Sim,Débito Automático,64.85,2908.2,Ativo,0,72,4000,
2452-SNHFZ,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Female,Não,Não,Não,47,Sim,Não,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,75.45,3545.1,Ativo,0,66,4995,
5035-PGZXH,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Female,Não,Não,Não,56,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,106.8,5914.4,Ativo,0,49,6161,
1814-WFGVS,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Male,Não,Sim,Sim,72,Não,Não participa,Presencial,Sim,Não,Sim,Sim,Sim,Não,Plano de Ciclo Completo,Não,Boleto Impresso,48.9,3527,Ativo,0,47,5415,
5146-CBVOE,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,Female,Não,Não,Não,16,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Não,Débito Automático,75.1,1212.85,Ativo,0,59,5176,
9281-CEDRU,1,United States,California,Salton City,92275,"33.28156, -115.955541",33.28156,-115.955541,Female,Não,Sim,Não,68,Sim,Não,Presencial,Não,Sim,Não,Sim,Sim,Não,Plano de Ciclo Completo,Não,Débito Automático,64.1,4326.25,Ativo,0,48,5553,
0422-OHQHQ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Female,Não,Sim,Não,15,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,20.55,295.95,Ativo,0,22,3009,
3745-HRPHI,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,Male,Não,Sim,Sim,66,Não,Não participa,Presencial,Não,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,54.65,3632,Ativo,0,42,4051,
4086-YQSNZ,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Female,Sim,Sim,Não,3,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,80.4,224.05,Desistente,1,89,3834,Attitude of service provider
9680-NIAUV,1,United States,California,West Hills,91307,"34.199787, -118.68493",34.199787,-118.68493,Female,Não,Sim,Não,72,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,109.7,8129.3,Ativo,0,74,5945,
2346-CZYIL,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,Male,Não,Não,Não,27,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,20.35,531.6,Ativo,0,52,4962,
1465-WCZVT,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Female,Não,Sim,Sim,3,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.65,60.65,Ativo,0,31,4943,
6298-QDFNH,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,Male,Não,Não,Não,22,Sim,Sim,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,79.35,1730.35,Desistente,1,68,4718,Product dissatisfaction
