Matricula_Aluno,Situacao_Atual,Desistencia_Real,Probabilidade_Churn,Predicao_Churn,Meses_na_Escola,Modalidade_Ensino,Valor_Mensalidade,Tipo_Contrato_Matricula,Forma_Pagamento_Mensalidade,Genero,Aluno_Bolsista,Participa_Atividade_Extra,Apoio_Psicopedagogico,Reforco_Escolar,Risco_de_Desistencia,Nivel_Risco,Ranking
5701-GUXDC,Ativo,0,0.0053210661930175015,0,26,Presencial,35.4,Anual,Cartão de Crédito Recorrente,Female,Não,Não,Sim,Não,29,MUITO BAIXO,1693
5756-JYOJT,Ativo,0,0.0053210661930175015,0,11,Presencial,64.9,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,49,MUITO BAIXO,1694
8174-LNWMW,Ativo,0,0.0053210661930175015,0,31,EAD,20.9,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,1695
4776-XSKYQ,Ativo,0,0.0053210661930175015,0,12,Presencial,30.25,Anual,Cartão de Crédito Recorrente,Female,Não,Não,Não,Não,64,MUITO BAIXO,1696
4770-QAZXN,Ativo,0,0.005321049539804139,0,13,EAD,19.45,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,1697
5006-MXVRN,Ativo,0,0.005321049539804139,0,39,EAD,20.7,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,45,MUITO BAIXO,1698
7811-JIVPF,Ativo,0,0.005321049539804139,0,23,Presencial,49.7,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,47,MUITO BAIXO,1699
7382-DFJTU,Ativo,0,0.005321049539804139,0,18,Presencial,55.2,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,44,MUITO BAIXO,1700
3280-NMUVX,Ativo,0,0.005321049539804139,0,34,EAD,19.6,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,33,MUITO BAIXO,1701
3523-BRGUW,Ativo,0,0.005321049539804139,0,26,EAD,19.3,Anual,Cartão de Crédito Recorrente,Male,Sim,Sim,Não se aplica,Não se aplica,64,MUITO BAIXO,1702
2428-ZMCTB,Ativo,0,0.005321049539804139,0,10,EAD,19.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,1703
7244-KXYZN,Ativo,0,0.005321049539804139,0,24,EAD,20.45,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,20,MUITO BAIXO,1704
6061-PQHMK,Ativo,0,0.005321049539804139,0,25,EAD,19.9,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,56,MUITO BAIXO,1705
5696-EXCYS,Ativo,0,0.005321049539804139,0,17,EAD,19.45,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,29,MUITO BAIXO,1706
6479-OAUSD,Ativo,0,0.005321049539804139,0,25,EAD,19.9,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,22,MUITO BAIXO,1707
2466-NEJOJ,Ativo,0,0.005321049539804139,0,8,EAD,19.65,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,1708
6791-YBNAK,Ativo,0,0.005321049539804139,0,18,Presencial,25.55,Mensal,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,28,MUITO BAIXO,1709
7277-KAMWT,Ativo,0,0.005321049539804139,0,13,EAD,20.0,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,63,MUITO BAIXO,1710
0969-RGKCU,Ativo,0,0.005321049539804139,0,37,EAD,19.8,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,24,MUITO BAIXO,1711
3824-RHKVR,Ativo,0,0.005321049539804139,0,17,EAD,19.7,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,28,MUITO BAIXO,1712
2805-AUFQN,Ativo,0,0.005321049539804139,0,25,EAD,19.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,20,MUITO BAIXO,1713
2346-CZYIL,Ativo,0,0.005321049539804139,0,27,EAD,20.35,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,52,MUITO BAIXO,1714
5171-EPLKN,Ativo,0,0.005321049539804139,0,27,EAD,19.85,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,1715
4487-ZYJZK,Ativo,0,0.005321049539804139,0,38,EAD,19.6,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,53,MUITO BAIXO,1716
8573-CGOCC,Ativo,0,0.005321049539804139,0,16,EAD,19.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,55,MUITO BAIXO,1717
7021-XSNYE,Ativo,0,0.005321049539804139,0,7,Presencial,49.65,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Não,Sim,Não,60,MUITO BAIXO,1718
3978-YNKDD,Ativo,0,0.005321049539804139,0,19,EAD,20.85,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,1719
7469-LKBCI,Ativo,0,0.005321049539804139,0,16,EAD,18.95,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,39,MUITO BAIXO,1720
4311-QTTAI,Ativo,0,0.005321049539804139,0,16,EAD,19.35,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,22,MUITO BAIXO,1721
1685-VAYJF,Ativo,0,0.005321049539804139,0,11,Presencial,45.2,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,39,MUITO BAIXO,1722
0354-VXMJC,Ativo,0,0.005321049539804139,0,23,EAD,19.6,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,35,MUITO BAIXO,1723
5993-BQHEA,Ativo,0,0.005321049539804139,0,12,EAD,20.05,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,1724
2729-VNVAP,Ativo,0,0.005321049539804139,0,33,EAD,19.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,1725
9142-XMYJH,Ativo,0,0.005321049539804139,0,29,EAD,19.35,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,49,MUITO BAIXO,1726
3258-SANFR,Ativo,0,0.005321049539804139,0,6,Presencial,44.7,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,30,MUITO BAIXO,1727
2333-KWEWW,Ativo,0,0.005321049539804139,0,18,EAD,20.05,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,20,MUITO BAIXO,1728
7228-PAQPD,Ativo,0,0.005321049539804139,0,14,Presencial,59.1,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,58,MUITO BAIXO,1729
8903-WMRNW,Ativo,0,0.005318391452897622,0,15,Híbrido,101.75,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,50,MUITO BAIXO,1730
7432-FFVAR,Ativo,0,0.005318177239220037,0,46,Híbrido,90.95,Anual,Débito Automático,Female,Não,Sim,Não,Não,38,MUITO BAIXO,1731
9803-FTJCG,Ativo,0,0.0053160867792576925,0,71,Presencial,66.85,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,26,MUITO BAIXO,1732
2573-GYRUU,Ativo,0,0.005313551861331469,0,48,Híbrido,91.05,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,60,MUITO BAIXO,1733
2234-EOFPT,Ativo,0,0.005310122887738499,0,72,Presencial,79.35,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Sim,Sim,55,MUITO BAIXO,1734
4111-BNXIF,Ativo,0,0.005310106268591298,0,67,Presencial,59.55,Plano de Ciclo Completo,Boleto Digital,Female,Não,Não,Não,Sim,56,MUITO BAIXO,1735
4079-WWQQQ,Ativo,0,0.005310106268591298,0,72,Presencial,65.55,Plano de Ciclo Completo,Débito Automático,Male,Não,Não,Sim,Sim,24,MUITO BAIXO,1736
0699-NDKJM,Ativo,0,0.005310106268591298,0,57,Presencial,58.75,Mensal,Débito Automático,Female,Não,Não,Sim,Sim,38,MUITO BAIXO,1737
6766-HFKLA,Ativo,0,0.005308918335890204,0,56,Híbrido,103.2,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Não,34,MUITO BAIXO,1738
3705-RHRFR,Ativo,0,0.005308918335890204,0,69,Híbrido,99.15,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Sim,Não,45,MUITO BAIXO,1739
1163-VIPRI,Ativo,0,0.005308918335890204,0,65,Híbrido,109.3,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Sim,Não,51,MUITO BAIXO,1740
9576-SYUHJ,Ativo,0,0.005303414255672133,0,37,Híbrido,91.15,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,37,MUITO BAIXO,1741
9919-KNPOO,Ativo,0,0.005303397657409064,0,21,Híbrido,94.3,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,55,MUITO BAIXO,1742
3452-GWUIN,Ativo,0,0.005303397657409064,0,19,Híbrido,94.95,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,40,MUITO BAIXO,1743
7668-XCFYV,Ativo,0,0.005303397657409064,0,17,Híbrido,92.55,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,23,MUITO BAIXO,1744
2371-JQHZZ,Ativo,0,0.005303397657409064,0,24,Híbrido,93.0,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,29,MUITO BAIXO,1745
7225-CBZPL,Ativo,0,0.005303397657409064,0,17,Híbrido,94.8,Mensal,Boleto Digital,Male,Sim,Sim,Não,Não,49,MUITO BAIXO,1746
8465-SBRXP,Ativo,0,0.005303397657409064,0,38,Híbrido,94.9,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Não,33,MUITO BAIXO,1747
5935-FCCNB,Ativo,0,0.005303397657409064,0,17,Híbrido,94.2,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,54,MUITO BAIXO,1748
3096-GKWEB,Ativo,0,0.005303397657409064,0,18,Híbrido,94.75,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,40,MUITO BAIXO,1749
7595-EHCDL,Ativo,0,0.005302690553064379,0,32,Presencial,50.6,Mensal,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,40,MUITO BAIXO,1750
5524-KHNJP,Ativo,0,0.005302690553064379,0,33,Presencial,74.75,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,26,MUITO BAIXO,1751
9871-ELEYA,Ativo,0,0.005302690553064379,0,34,Presencial,67.65,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,40,MUITO BAIXO,1752
5656-MJEFC,Ativo,0,0.005302690553064379,0,42,Presencial,48.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Não,Sim,Não,25,MUITO BAIXO,1753
8318-LCNBW,Ativo,0,0.005302690553064379,0,35,Presencial,53.15,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Sim,Não,43,MUITO BAIXO,1754
1544-JJMYL,Ativo,0,0.005302690553064379,0,27,Presencial,69.35,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,60,MUITO BAIXO,1755
8144-DGHXP,Ativo,0,0.005302270630103567,0,54,Presencial,80.6,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Sim,Não,53,MUITO BAIXO,1756
2773-OVBPK,Ativo,0,0.0052999956638140775,0,67,Híbrido,111.3,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Sim,59,MUITO BAIXO,1757
4488-KQFDT,Ativo,0,0.0052999956638140775,0,61,Híbrido,103.95,Anual,Boleto Digital,Female,Não,Sim,Não,Sim,59,MUITO BAIXO,1758
8029-XYPWT,Ativo,0,0.0052999956638140775,0,71,Híbrido,115.05,Plano de Ciclo Completo,Débito Automático,Male,Sim,Sim,Sim,Sim,53,MUITO BAIXO,1759
8677-HDZEE,Ativo,0,0.0052999956638140775,0,56,Híbrido,105.45,Mensal,Débito Automático,Female,Não,Sim,Não,Sim,55,MUITO BAIXO,1760
5569-IDSEY,Ativo,0,0.0052999790761932754,0,71,Híbrido,105.7,Anual,Débito Automático,Male,Não,Sim,Não,Sim,20,MUITO BAIXO,1761
3407-JMJQQ,Ativo,0,0.0052999790761932754,0,71,Híbrido,109.0,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Sim,Sim,35,MUITO BAIXO,1762
0106-UGRDO,Ativo,0,0.0052999790761932754,0,69,Híbrido,116.0,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Sim,Sim,37,MUITO BAIXO,1763
4350-ZTLPI,Ativo,0,0.0052999790761932754,0,53,Híbrido,108.95,Anual,Débito Automático,Female,Não,Sim,Não,Sim,36,MUITO BAIXO,1764
2272-JKMSI,Ativo,0,0.0052999790761932754,0,62,Híbrido,110.8,Anual,Boleto Digital,Female,Não,Sim,Não,Sim,49,MUITO BAIXO,1765
8707-HOEDG,Ativo,0,0.0052999790761932754,0,70,Híbrido,110.2,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Não,Sim,53,MUITO BAIXO,1766
5339-TJFEK,Ativo,0,0.0052999790761932754,0,62,Híbrido,105.5,Mensal,Boleto Digital,Male,Não,Sim,Sim,Sim,56,MUITO BAIXO,1767
3096-YXENJ,Ativo,0,0.0052999790761932754,0,65,Híbrido,107.65,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Sim,25,MUITO BAIXO,1768
5153-LXKDT,Ativo,0,0.0052999790761932754,0,68,Híbrido,110.2,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Sim,Sim,37,MUITO BAIXO,1769
0442-ZXKVS,Ativo,0,0.0052999790761932754,0,54,Híbrido,115.6,Anual,Débito Automático,Female,Sim,Sim,Sim,Sim,45,MUITO BAIXO,1770
0136-IFMYD,Ativo,0,0.0052999790761932754,0,69,Híbrido,109.95,Plano de Ciclo Completo,Boleto Digital,Male,Sim,Sim,Não,Sim,63,MUITO BAIXO,1771
9659-ZTWSM,Ativo,0,0.0052999790761932754,0,66,Híbrido,107.35,Anual,Débito Automático,Male,Sim,Sim,Não,Sim,53,MUITO BAIXO,1772
8016-NCFVO,Ativo,0,0.0052999790761932754,0,55,Híbrido,116.5,Mensal,Boleto Digital,Male,Sim,Sim,Sim,Sim,58,MUITO BAIXO,1773
0835-JKADZ,Ativo,0,0.0052999790761932754,0,71,Híbrido,111.25,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Não,Sim,54,MUITO BAIXO,1774
5286-YHCVC,Ativo,0,0.0052999790761932754,0,72,Híbrido,104.8,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Sim,21,MUITO BAIXO,1775
7255-SSFBC,Ativo,0,0.0052999790761932754,0,72,Híbrido,112.25,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Sim,55,MUITO BAIXO,1776
3518-FSTWG,Ativo,0,0.0052999790761932754,0,72,Híbrido,109.55,Plano de Ciclo Completo,Débito Automático,Male,Sim,Sim,Sim,Sim,59,MUITO BAIXO,1777
1480-BKXGA,Ativo,0,0.0052999790761932754,0,72,Híbrido,116.05,Plano de Ciclo Completo,Débito Automático,Male,Sim,Sim,Sim,Sim,64,MUITO BAIXO,1778
2419-FSORS,Ativo,0,0.0052999790761932754,0,72,Híbrido,108.4,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Não,Sim,33,MUITO BAIXO,1779
6377-WHAOX,Ativo,0,0.0052999790761932754,0,60,Híbrido,106.15,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,32,MUITO BAIXO,1780
1162-ECVII,Ativo,0,0.0052999790761932754,0,72,Híbrido,109.75,Plano de Ciclo Completo,Débito Automático,Male,Sim,Sim,Não,Sim,53,MUITO BAIXO,1781
2612-PHGOX,Ativo,0,0.005298213869764,0,64,Presencial,76.1,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Sim,26,MUITO BAIXO,1782
4759-PXTAN,Ativo,0,0.005298213869764,0,59,Presencial,80.1,Anual,Boleto Digital,Female,Não,Sim,Não,Sim,26,MUITO BAIXO,1783
8224-KDLKN,Ativo,0,0.005289162717154115,0,72,EAD,25.0,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não se aplica,Não se aplica,41,MUITO BAIXO,1784
6857-TKDJV,Ativo,0,0.005289162717154115,0,67,EAD,24.65,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,1785
0723-VSOBE,Ativo,0,0.005288346234395923,0,45,Presencial,34.2,Anual,Boleto Digital,Female,Sim,Não,Não,Não,38,MUITO BAIXO,1786
1929-ZCBHE,Ativo,0,0.005288346234395923,0,47,Presencial,40.3,Anual,Boleto Digital,Male,Não,Não,Sim,Não,29,MUITO BAIXO,1787
2259-OUUSZ,Ativo,0,0.005285861078265123,0,7,Presencial,35.5,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,48,MUITO BAIXO,1788
8439-LTUGF,Ativo,0,0.005285861078265123,0,10,EAD,20.0,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,53,MUITO BAIXO,1789
7956-XQWGU,Ativo,0,0.005285861078265123,0,27,EAD,19.4,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,25,MUITO BAIXO,1790
8067-NIOYM,Ativo,0,0.005285861078265123,0,24,EAD,21.1,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,1791
5924-SNGKP,Ativo,0,0.005285861078265123,0,41,EAD,20.25,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,25,MUITO BAIXO,1792
7622-NXQZR,Ativo,0,0.005285844534646852,0,28,Presencial,30.1,Mensal,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,31,MUITO BAIXO,1793
7140-ADSMJ,Ativo,0,0.005285844534646852,0,8,EAD,20.45,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,24,MUITO BAIXO,1794
9795-VOWON,Ativo,0,0.005285844534646852,0,7,Presencial,24.35,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,26,MUITO BAIXO,1795
1410-RSCMR,Ativo,0,0.005285844534646852,0,7,Presencial,71.35,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,30,MUITO BAIXO,1796
1696-MZVAU,Ativo,0,0.005285844534646852,0,39,Presencial,25.25,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,21,MUITO BAIXO,1797
3845-JHAMY,Ativo,0,0.005285844534646852,0,16,Presencial,35.5,Mensal,Cartão de Crédito Recorrente,Female,Não,Não,Não,Não,25,MUITO BAIXO,1798
1401-FTHFQ,Ativo,0,0.005285844534646852,0,23,EAD,20.0,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,62,MUITO BAIXO,1799
5271-DBYSJ,Ativo,0,0.005285844534646852,0,11,Híbrido,79.15,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,20,MUITO BAIXO,1800
5515-RUGKN,Ativo,0,0.005285844534646852,0,8,Presencial,54.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,53,MUITO BAIXO,1801
5859-HZYLF,Ativo,0,0.005285844534646852,0,26,EAD,19.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,1802
7777-UNYHB,Ativo,0,0.005285844534646852,0,12,EAD,20.1,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,21,MUITO BAIXO,1803
0557-ASKVU,Ativo,0,0.005285844534646852,0,18,Presencial,54.4,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,33,MUITO BAIXO,1804
6746-WAUWT,Ativo,0,0.005285844534646852,0,19,EAD,19.7,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,41,MUITO BAIXO,1805
7706-DZNKK,Ativo,0,0.005285844534646852,0,11,EAD,20.45,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,29,MUITO BAIXO,1806
8457-XIGKN,Ativo,0,0.005285844534646852,0,20,EAD,19.6,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,27,MUITO BAIXO,1807
5639-NTUPK,Ativo,0,0.005285844534646852,0,13,Presencial,52.1,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,34,MUITO BAIXO,1808
6464-KEXXH,Ativo,0,0.005285844534646852,0,8,Presencial,25.25,Mensal,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,33,MUITO BAIXO,1809
0787-LHDYT,Ativo,0,0.005285844534646852,0,16,EAD,20.6,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,64,MUITO BAIXO,1810
6527-PZFPV,Ativo,0,0.005285844534646852,0,24,EAD,20.8,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,48,MUITO BAIXO,1811
7094-MSZAO,Ativo,0,0.005285844534646852,0,10,EAD,20.05,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,1812
8780-RSYYU,Ativo,0,0.005285844534646852,0,25,EAD,19.2,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,1813
5640-CAXOA,Ativo,0,0.005285844534646852,0,30,Presencial,40.35,Anual,Cartão de Crédito Recorrente,Female,Não,Não,Não,Não,25,MUITO BAIXO,1814
6188-UXBBR,Ativo,0,0.005285844534646852,0,38,EAD,20.25,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,25,MUITO BAIXO,1815
2171-UDMFD,Ativo,0,0.005285844534646852,0,32,EAD,19.45,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,1816
3982-JGSFD,Ativo,0,0.005285844534646852,0,36,EAD,20.35,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,33,MUITO BAIXO,1817
5025-GOOKI,Ativo,0,0.005285844534646852,0,20,EAD,18.9,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,51,MUITO BAIXO,1818
9796-BPKIW,Ativo,0,0.005285844534646852,0,8,Híbrido,69.95,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,47,MUITO BAIXO,1819
2195-VVRJF,Ativo,0,0.005285844534646852,0,18,Presencial,59.1,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Sim,Não,30,MUITO BAIXO,1820
0827-ITJPH,Ativo,0,0.005285844534646852,0,36,EAD,18.55,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,28,MUITO BAIXO,1821
9242-TKFSV,Ativo,0,0.005284100198324596,0,72,Presencial,65.1,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Não,Sim,Sim,30,MUITO BAIXO,1822
3911-RSNHI,Ativo,0,0.005284100198324596,0,71,Presencial,61.4,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Não,Não,Sim,37,MUITO BAIXO,1823
6967-QIQRV,Ativo,0,0.005281495722224952,0,15,Híbrido,101.9,Anual,Boleto Digital,Male,Não,Sim,Sim,Não,28,MUITO BAIXO,1824
7954-MLBUN,Ativo,0,0.005281479192196774,0,31,Híbrido,99.45,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Não,64,MUITO BAIXO,1825
8929-KSWIH,Ativo,0,0.005281479192196774,0,25,Híbrido,99.3,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Não,23,MUITO BAIXO,1826
4999-IEZLT,Ativo,0,0.005274942819143085,0,66,Presencial,29.45,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Não,Não,55,MUITO BAIXO,1827
1052-QJIBV,Ativo,0,0.005274942819143085,0,71,EAD,19.9,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,53,MUITO BAIXO,1828
7876-DNYAP,Ativo,0,0.005274942819143085,0,69,EAD,19.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,36,MUITO BAIXO,1829
9174-IHETN,Ativo,0,0.00527494281914308,0,50,Híbrido,70.35,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,50,MUITO BAIXO,1830
9717-IOAAF,Ativo,0,0.005273824313342951,0,27,EAD,25.85,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,21,MUITO BAIXO,1831
5622-UEJFI,Ativo,0,0.005273824313342951,0,35,EAD,25.4,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,1832
7036-TYDEC,Ativo,0,0.005272087975553074,0,69,Híbrido,104.0,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Não,Não,63,MUITO BAIXO,1833
8466-PZBLH,Ativo,0,0.005272087975553074,0,67,Híbrido,104.6,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Sim,Não,56,MUITO BAIXO,1834
6050-FFXES,Ativo,0,0.005272087975553074,0,69,Híbrido,105.35,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Não,34,MUITO BAIXO,1835
9076-AXYIK,Ativo,0,0.005272071474813208,0,64,Híbrido,102.1,Plano de Ciclo Completo,Boleto Digital,Male,Sim,Sim,Não,Não,28,MUITO BAIXO,1836
8979-CAMGB,Ativo,0,0.005272071474813208,0,64,Híbrido,102.1,Anual,Boleto Digital,Male,Sim,Sim,Não,Não,47,MUITO BAIXO,1837
1400-WIVLL,Ativo,0,0.005272071474813208,0,57,Híbrido,107.95,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Não,Não,24,MUITO BAIXO,1838
0487-RPVUM,Ativo,0,0.005272071474813208,0,61,Híbrido,99.4,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,44,MUITO BAIXO,1839
3363-DTIVD,Ativo,0,0.005272071474813208,0,71,Híbrido,105.55,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Sim,Não,63,MUITO BAIXO,1840
6963-EZQEE,Ativo,0,0.005271280137921051,0,70,Presencial,88.55,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Sim,Sim,Sim,Sim,37,MUITO BAIXO,1841
